PMID,CitedBy
28356828,"['35291601', '30581334', '30581327', '28680351', '28670193']"
28356831,"['39479697', '39335530', '37892130', '35055338', '34149891', '34099024', '33520815', '30568544', '27273908']"
28356833,"['37284064', '36005153', '30626320']"
28356832,"['38360742', '33931047', '27069453', '25748439']"
28356834,"['37541364', '35157328', '35106455', '34247339', '30581328', '29545748', '28993732']"
28356836,[]
28356837,"['28680350', '28670191', '28356871', '28356867', '25987355']"
28356835,"['31156340', '30134346', '28356859']"
28356839,"['39358394', '39358371', '39091430', '38496022', '38486294', '37444404', '36874705', '36040929', '35982876', '35840669', '35056536', '34413067', '33753773', '32550816', '32549773', '32256286', '31853513', '31839729', '31700815', '31015784', '30581325', '30568544', '30564059', '28680362', '28680360', '28680353', '28680349', '28680348', '28670198', '28670197', '28577649', '28356887', '28356869', '28356868', '28356858', '28112703', '27897313', '27812311', '25351354', '25351352']"
28356838,"['39139151', '38507042', '35765871', '30568539', '30564060', '30564059', '30564057', '30564056', '28680362', '28680360', '28670195', '28356887', '28356870', '28356868', '28356867']"
28356841,"['34574185', '34201334', '31936720', '30581334']"
28356840,"['35308174', '33707409', '33628373', '30581333', '30514796', '28670196', '28356881', '28356863']"
28356844,"['31649991', '30302910']"
28356843,"['39232746', '37755241', '37649581', '36732758', '36276894', '35204216', '34785933', '32880055', '31720711', '30766547', '28680357', '28680356']"
28356845,"['39123360', '38361784', '35466471', '35456552', '35439951', '35118889', '30896854', '29138866', '28849119']"
28356842,['28356872']
28356846,"['34386568', '32933052', '28356869']"
28356847,"['35242237', '31389121', '30746305', '27212036']"
28356848,"['36035865', '30781868', '30568542']"
28356849,"['37099126', '35320970', '32493081', '31217783', '26824244']"
28356850,"['38891983', '38054151', '37239884', '36009355', '35359853', '35003068', '33536774', '33469350', '33047210', '32825059', '28356885', '28356883']"
28356853,"['39139165', '38645733', '35083296', '32547608', '30674758']"
28356852,"['39239184', '37746077', '35893206', '34945111', '34442077', '33630815', '33446980', '32172430', '32076472', '31552051', '30719416', '30591812', '30400775', '30116146', '28680349', '28670198', '28670197', '28356874']"
28356851,['28680343']
28356854,"['36843972', '30581332', '28881346', '28356869']"
28356855,[]
28356856,"['38666905', '37829795', '37132382', '37113691', '37111051', '36904217', '36713945', '36079807', '35996161', '35759151', '34884288', '34868428', '34681165', '34097298', '33817634', '32879387', '31500120', '31031638', '30598634', '30429905', '28670189']"
28356857,"['35513742', '34440936', '32188414']"
28356858,['28680348']
28356860,[]
28356859,"['36295651', '35719151', '32165951']"
28356861,"['35140503', '33611730', '33246208']"
28356862,"['36622473', '36042901', '31988964', '30598625']"
28356863,"['37796905', '36164450', '36044415', '35011601', '34270705', '33381524', '31334288', '30584399', '30380785', '28680361', '28680351', '28680344']"
28356864,"['30453544', '30117173']"
28356865,"['38966630', '38644895', '37375645', '37367073', '35318723', '30581330', '28680345']"
28356867,['28680362']
28356866,"['34717756', '33354413', '32751449', '32637863', '30134794']"
28356868,"['39139151', '33110800', '30598629', '30584398', '30584397', '30581344', '30581331', '30581326', '30581325', '30568540', '30568539', '30564060', '30564059', '30564057', '30564056', '28680362', '28680355', '28680354', '28680347']"
28356871,"['35805799', '35195902', '33452876', '28682309', '28680350']"
28356869,"['38668029', '34737282', '33272604', '32978425', '32782774', '32148208', '31484329', '30581332', '30581330', '28680352', '27075522', '26855957']"
28356870,"['37948632', '35383008', '32740179']"
28356873,"['38966041', '38927012', '38009668', '36353541', '36310502', '36213936', '35183058', '35155266', '34806925', '34603923', '34345204', '33993846', '33769711', '33769145', '33576460', '33536786', '33500626', '32982446', '32655264', '32460771', '32300102', '32194743', '32192494', '32129701', '32104001', '32010942', '31857775', '31798777', '31619233', '31551012', '31485766', '30991863', '30598628', '30519392', '30195778', '29967761', '29881292', '29423012', '29137338', '28430163', '28146578', '27347346']"
28356872,"['35252540', '33868414', '31822259', '30584399']"
28356874,"['38600259', '35182256', '29147131']"
28356876,"['39205474', '37760864', '33708921', '32845542', '31764795', '29268924']"
28356875,"['39459004', '39264079', '39217276', '38946882', '38501022', '37078709', '36591458', '36575322', '36411309', '36080252', '35740420', '35365454', '35287689', '34898375', '34720082', '34533647', '34195287', '34017258', '33546294', '33507460', '33430124', '33085757', '32884250', '32765947', '32566580', '31820522', '31181104', '30598629', '30226580', '29348766']"
28356877,"['37248348', '34083996', '33402454', '30820186', '30352462']"
28356878,"['39240312', '39040609', '34693354', '33871468', '31037105']"
28356879,"['39433538', '37560739', '36987421', '35034662', '34588715', '34055004', '33033455', '30598635', '30598625', '30581336', '30256008', '28680346']"
28356880,"['32257989', '30598634', '30598625']"
28356881,"['36676788', '29725571', '28680359']"
28356883,"['38920661', '38203796', '37948033', '37817895', '37332933', '36673016', '36324872', '35833125', '35455985', '34456485', '34410943', '34367252', '33589796', '33488513', '33085641', '33014529', '32545788', '32396255', '32080163', '31612397', '31608507', '31543674', '31200447', '30277570', '30088494', '29686666', '29302207']"
28356884,"['33907946', '31771043', '30598628']"
28356882,"['33048315', '30820186', '28680350']"
28356885,"['38668322', '35566673', '35550541', '33096425', '32257060', '30581352']"
28356886,"['37834802', '37513762', '37047126', '36555277', '36311962']"
28356887,"['39075421', '34606652', '32951270', '30581354', '30564059', '28680362', '28680353', '28680348']"
28356888,"['37456574', '35966356', '34786001', '33867010', '33597837', '31244558', '30310246']"
28356889,"['33490844', '31582864']"
28356891,"['38731579', '36672670', '32733488', '32273341', '31277291', '30744138', '29988591', '29292156', '29237845']"
28356890,['32567487']
28356892,"['39456158', '36830185', '31942624']"
28356893,"['38796484', '37371088', '37298096', '36551821', '33165998', '32733889', '32260279', '32003695', '31955383', '31736856', '31293377', '30914681', '30565253', '29843241', '28963439']"
28356894,"['35602600', '35169042', '34831088', '33820450', '33234676', '31075399', '30558227']"
28356895,"['36289886', '36163080', '35656102', '35126830', '34859292', '33569751', '33393114', '33299037', '32100288', '31164921', '30742682', '30648789', '30477236', '30342478', '30338064', '30010717', '29992321', '29955033', '29247276']"
28356896,"['38740862', '31817921', '29186829']"
28356898,"['39201561', '38508143', '37988400', '37631064', '37495850', '36814788', '36230968', '35997897', '35912101', '34211393', '33984199', '33244278', '32607093', '32256265', '30587912', '30189292', '29761382', '29114841']"
28356897,"['37469877', '36538027', '36110374', '34965973', '34692635', '34223156', '33718932', '33557245', '33424551', '32371496', '31849607', '31170174', '30925410', '30802415', '30758946', '30342200', '29616344']"
28356900,"['38931474', '38894855', '38887672', '37847779', '37430355', '36931719', '36698509', '36424124', '36324463', '36174959', '34825101', '34548346', '33228755', '33134940', '32535646', '31011657']"
28356899,"['30830295', '29335807']"
28356902,"['38584971', '37064165', '37041585', '35798732', '33145011', '31234346', '30997295']"
28356901,"['39512391', '39474589', '39436594', '39421555', '39286817', '39274911', '39195003', '39186717', '39176366', '39170404', '39088151', '39011353', '38927139', '38911526', '38834956', '38809015', '38770401', '38661710', '38628493', '38388812', '38274894', '38234879', '38069362', '37998824', '37758818', '37663826', '37630472', '37627749', '37627684', '37570637', '37569821', '37448857', '37370331', '37239119', '37237717', '37235411', '37235151', '37234348', '37061722', '37023072', '36872349', '36853585', '36619115', '36613768', '36464129', '36437039', '36297832', '36297204', '36140211', '36138731', '36015090', '35966689', '35889048', '35488983', '35479515', '35316308', '35205122', '35149567', '35122894', '35052917', '35011473', '35000028', '34804197', '34803985', '34685429', '34659162', '34643870', '34619484', '34542450', '34466092', '34234448', '34079770', '34069640', '34025805', '34017314', '33977449', '33977439', '33919017', '33799382', '33732632', '33668899', '33643273', '33634776', '33502702', '33489953', '33450827', '33425860', '33338037', '33256054', '33226219', '33206093', '33149940', '33109762', '32734079', '32644060', '32577411', '32545320', '32505911', '32486359', '32433879', '32308717', '32290449', '32201804', '32190054', '32128511', '32083779', '32054067', '31912842', '31746661', '31745331', '31591493', '31554331', '31506315', '31495975', '31404139', '31086077', '31052511', '30839296', '30806975', '30773849', '30559199', '30088315', '29342903', '29084463', '28804577']"
28356904,"['38672265', '38596555', '37610407', '36406867', '35942480', '35879718', '35080601', '34997825', '34094588', '33936700', '33730284', '33365352', '31728497', '31531593', '31338108', '31201218', '31015873', '30841854', '30837802', '30421355', '30072684']"
28356908,"['38849422', '36923142', '35893005', '35669535', '35408076', '33501307', '33238396', '33100581', '32957655', '31905692']"
28356907,"['38673943', '38511769', '37861813', '37375330', '36902833', '36836215', '36271052', '36068789', '35783245', '35553009', '35204302', '35043376', '34909657', '34887759', '34884544', '34576325', '33800646', '33774149', '33063733', '32679689', '32514858', '32369955', '32274400', '31798583', '31316549', '31108904', '30283300', '29675576', '29453425']"
28356909,"['35949822', '31993837']"
28356910,['29853886']
28356911,"['39219667', '38736473', '37850098', '37842300', '37409183', '37312898', '35855806', '35692889', '35685217', '35515961', '35295847', '35158824', '34838106', '33968685', '33791245', '33507686', '33117444', '32476690', '32376525', '31814785', '31619235', '31258566', '30919285', '30909666', '30838044', '30760283', '30430336', '29887888', '29412382']"
28356912,"['37942559', '37232550', '33630177', '33486478', '33008291', '31699035', '30631253', '29375863']"
28356913,[]
28356916,"['36511721', '35456609', '35159211', '32942652', '31035694']"
28356915,"['38925867', '38195750', '34801027']"
28356914,"['39428608', '37370820', '37305676', '37033345', '36428774', '36428556', '36408175', '36362359', '36226253', '36077720', '36012489', '35990601', '35806056', '35633558', '35494043', '35433472', '35409206', '35264950', '35205716', '34591416', '34485716', '34453639', '34367990', '34099522', '33872192', '33863385', '33813600', '33802575', '33584277', '33488948', '33276800', '33231090', '32974184', '32865703', '32650569', '32627003', '32625096', '32492917', '32033472', '31938205', '31885576', '31695034', '31680953', '31530793', '31482269', '31480284', '31426273', '31366089', '31330794', '31277278', '30845991', '30836718', '30754694', '30691241', '30423843', '30341797', '30235830', '30075819', '30059519', '29780254', '29462871', '29048660']"
28356918,"['34901271', '34723113', '30083238', '30083237', '29686733']"
28356920,"['35284651', '35251267']"
28356919,"['30083238', '28356918']"
28356923,"['39568034', '35481244', '35464752', '33999660', '33297356', '29796072']"
28356925,"['36166646', '35833035', '35620053', '35295334', '34361836', '33179051', '32328132', '32256811', '29891456']"
28356926,"['39552278', '39520911', '39483315', '39097631', '39061868', '38893182', '38882347', '38659349', '38590197', '38539485', '38473324', '38285796', '38283553', '38275029', '38169931', '38058618', '37948351', '37578347', '37425424', '37228574', '36810079', '36800962', '36768828', '36675020', '36534236', '36527059', '36474178', '36102619', '35915169', '35886627', '35776125', '35625958', '35330479', '34983940', '34375182', '34229928', '33911981', '33466597', '33380319', '33261057', '33153004', '32552826', '32245099', '32104210', '31336617', '31288412', '31276784', '31186761', '30521144', '30405824', '29986755', '28874145']"
28356928,"['39115678', '35008605', '31783885', '31346778', '31289467', '29401696']"
28356927,"['39057074', '38276207', '37969374', '37530125', '37174105', '37153547', '37143652', '36967659', '36803205', '36618075', '36117672', '35681691', '35586683', '35480118', '35431500', '35211104', '35195783', '35132337', '35098108', '34956382', '34950252', '34884543', '34841367', '34716430', '34712033', '34576300', '34522719', '34419066', '34093888', '33782154', '33669642', '33620708', '33536006', '33531979', '32926335', '32899442', '32878302', '32533032', '32164177', '31915638', '31636639', '31435167', '31348819', '31260655', '30910700', '30412615', '30159051', '30115886', '30103451', '30018251', '29518939', '29270021', '29080090']"
28356930,"['39123403', '35315502', '33649784', '31986121', '30108027']"
28356933,"['39273087', '38519641', '37575080', '37291585', '37096225', '36505278', '36450103', '34451907', '33586359', '32859627', '31633047', '29904276', '29556314']"
28356929,"['38918654', '38473343', '38454932', '38247942', '38024451', '35508337', '34336033', '33937067', '33521112', '33316976', '33058010', '31952173', '31942181', '31626727', '31345259', '31173255', '30700700', '30621095', '29573032']"
28356932,"['39192983', '34298666', '32671070', '31817939', '31769345']"
28356934,"['36474509', '35280868', '35155792']"
28356931,"['38634048', '37854681', '37046749', '36361633', '34608273', '34584546', '34135756', '33321819', '33066509', '32778797', '32606735', '31970876', '31831728', '31814731', '31432141', '30485349', '30066895', '29991871', '29977206', '29541199']"
28356935,"['39519238', '39513594', '38057592', '37513529', '37509375', '36128074', '36012604', '30935025']"
28356936,"['36845955', '34925033', '34395252', '33855720', '33101201', '30588033', '30200948', '30108652', '29807443']"
28356937,"['39335815', '37466849', '36836619', '35634412', '35407148']"
28356940,"['38247453', '37835526', '35175421', '34820003', '34320944', '33737812', '32887625']"
28356939,"['38173823', '37371963', '30259866', '29434863']"
28356938,"['39463509', '38132919', '35182481', '35003748', '34140003', '33374832', '33182542', '32883032', '32148495', '31080559', '29416351']"
28356941,"['38651147', '30233716', '29956756', '29765356', '28899456', '28752248']"
28356942,"['39308677', '32349276', '32336965', '31817563', '31132753', '30687543', '30301146', '30150551']"
28356943,"['38419028', '37958652', '36946034', '36447118', '35517425', '35408800', '33568634', '32566012', '31636736', '30988071', '30302058', '29581781', '29113153']"
28356944,"['39139173', '39125761', '38974237', '38566841', '38407050', '38327167', '37986065', '37559103', '37526759', '37511221', '37444523', '37268719', '36358938', '36077759', '36000159', '35889314', '35764780', '35756772', '35687572', '35444778', '35441676', '34913774', '34885253', '34375182', '34198889', '33833996', '33803617', '33467964', '33284712', '33251333', '33197277', '33125611', '33081752', '32871993', '32782558', '32294884', '32290637', '32181475', '32051745', '31979244', '31921636', '31749630', '31691380', '31614612', '31602261', '31555365', '31379918', '31289476', '30953094', '30909610', '30655905', '30405804', '30174846', '30172270', '30050938', '30030592', '30003708', '29963125', '29713393', '29669873', '29430184', '29340099', '29212284', '29163821', '29115164', '28771186']"
28356945,"['39337552', '38799695', '37789103', '36906333', '29353516']"
28356946,"['38572106', '38482437', '38337995', '38202694', '37764996', '37175273', '36768213', '36519164', '36312737', '36159787', '35848938', '35694247', '35530150', '35163891', '35028953', '34776959', '34654430', '32998576', '32908629', '32884236', '32372963', '32244350', '31719837', '31277214', '30658371', '29483938']"
28356947,"['38017327', '34295819']"
28356948,"['38201551', '37243489', '36986815', '36064555', '35117429', '34070538', '32881844', '32373345', '32232518', '29285291', '29227193']"
28356950,"['39133838', '38770169', '36694114', '33678632', '32226505']"
28356949,"['37141338', '34164203', '34094945', '30408066']"
28356951,"['37371856', '37076893', '34760336', '33937030', '33803022']"
28356953,"['38639278', '38474445', '37103365', '34440090', '29749540', '29295560', '28974023']"
28356952,"['36434144', '35912181', '35717540', '33602218', '32911852', '29341479', '28814964']"
28356954,"['37201044', '36705061', '35522557', '35117304', '34559360', '29942396']"
28356956,"['39419971', '37414747', '36979352', '36674511', '35582717', '34122724', '33167919', '31984860', '31951590', '31572557', '31456038', '31371781']"
28356955,"['38778409', '36364289', '35572727', '34641542', '34575983', '33806538', '31652849', '31561416', '30618763']"
28356957,"['38764833', '38058386', '37919361', '37816755', '37762066', '37085753', '35833257', '35241923', '34948424', '34858425', '33806080', '33243748', '32722594', '31949699', '31921197', '31729529', '31105864', '29197940', '28916896', '28562338']"
28356958,['33796460']
28356959,"['35819657', '35574342']"
28356962,"['35295610', '33877555', '33361548', '32548720', '31612040', '30810812', '30546465', '29748707']"
28356961,"['38851859', '38785162', '37365670', '36911357', '36835122', '36765947', '36686771', '35429101', '35331184', '35256934', '34729938', '32631382', '32585931', '32518599', '32354000', '31953517', '31905745', '31371980', '29541181']"
28356960,"['36743305', '35000669', '29299177']"
28356964,"['36661504', '36086709', '35177016', '34350263', '33266506', '33023180', '32626705', '29985646']"
28356963,"['31662559', '30370480']"
28356965,[]
28356967,"['35991644', '33383973', '32848417']"
28356966,"['33910854', '32846785', '32071778']"
28356968,"['35309949', '34595214']"
28356970,"['38275864', '37250812', '35781670', '33949733', '33591483', '33168517', '32922309', '31340912', '31269652', '29312613', '29023478']"
28356969,"['37635248', '36142734', '32831915', '31966552', '31270251']"
28356971,"['38540304', '37842231', '37835815', '35872885', '35327452', '34638377', '34540189', '34195390', '33178588', '32403384', '32112368', '32104088', '32067191', '32040529', '31903173', '31554373', '30835039', '30618169', '30592293', '30030896', '29981261', '29487725', '29434522', '29156722', '28968424', '28952025']"
28356973,"['38322203', '36788189', '36698534', '35611029', '35116819', '33147766', '33092584']"
28356972,"['34434217', '33917342', '32864010', '32006900']"
28356974,"['38732067', '37035143', '34497451', '34369189', '31966436', '31360694', '30653169', '29384895']"
28356975,"['38449793', '36330389', '32228647', '28919779']"
28356976,"['38725999', '38352102', '37648771', '35892564', '33149553', '32771993', '32714980', '32419574', '31565568', '29507621']"
28356977,"['36660425', '36139587', '36002676', '35068869', '35066693', '34900998', '34882068', '31777578']"
28356978,"['39012279', '38043788', '36439487', '35453544', '34464480', '34367799', '34359333', '32403421', '32258022', '31646074', '30588016', '29228209', '29114468']"
28356979,"['39200243', '37060515', '34421306', '33093441', '31770578', '31435511', '30902084', '29568366', '29089467']"
28356981,['34830034']
28356980,"['39511483', '38510242', '38379934', '37711850', '37333807', '37304649', '37038210', '36598812', '35600777', '35326412', '35089096', '34874595', '34439567', '34375550', '33664437', '33420898', '32767029', '32704015', '32391111', '31638339', '31615015', '31296849', '31239703', '29755619']"
28356982,"['38951817', '35117530', '33777205', '33754909', '33729094', '31698312']"
28356984,"['39201656', '38791037', '38698963', '38653973', '38069361', '38068928', '38015626', '37805579', '36902278', '36835413', '36430487', '36359895', '36344721', '36230739', '35805039', '35626710', '35163650', '33809315', '33562737', '33420366', '32128277', '31492049', '31349612', '31093512', '31007849', '30531837', '30212931', '29760166']"
28356985,"['36051270', '34522171', '32802138', '30150582', '29534518']"
28356983,"['35574327', '35392233', '33351071', '29860480', '29565730']"
28356986,"['39282424', '38938689', '38783892', '38247821', '37849446', '37370133', '37251956', '36846589', '36453088', '36093941', '35659268', '35563687', '35140342', '34791576', '34680112', '32099405', '31052565', '30157616']"
28356987,"['37361240', '37353666', '36388593', '35885388', '32377288', '31781357']"
28356988,[]
28356990,[]
28356989,"['37296912', '37284841', '37249521', '36975456', '35949289', '34572344', '34112190', '33754281', '33163533', '32782275', '31053086', '29997441', '29721048']"
28356991,"['39440062', '38989204', '37168960', '36643953', '35266094', '34658577', '34658263', '33591628', '32908848', '32462547', '31694577', '31612109', '31571929', '31369651', '30993458', '30568490', '30012939', '29998013', '29928454', '29794753', '29704170', '29416791', '28583114']"
28356993,"['37495592', '36998332', '36777506', '35902921', '35164763', '34760808', '33774459', '33654621', '33336052', '33116871', '32676248', '31734687', '30774431', '30588106', '28744405']"
28356992,"['38068744', '38003496', '35195873', '33635505', '33099237', '33015162', '31416372', '31338098', '30467285', '30319414', '29072682', '28659807']"
28356994,"['38326332', '32715129', '32325962', '29481017']"
28356996,"['38139531', '37762666', '33921330', '31824858', '30700495', '30558384', '28940383']"
28356995,"['39259258', '39010984', '38927560', '38893482', '38664447', '38496846', '37787816', '36770859', '36675194', '36144783', '35949218', '35614109', '35409117', '35056792', '34858164', '34744708', '34715860', '34568014', '34451826', '33466512', '33185690', '32993087', '32544362', '32059369', '31480720', '31245292', '30995775', '30754694', '30597838', '29541253', '29034071']"
28356997,"['35682493', '35137064', '33236934', '33151966', '32565838', '31379765', '30738261', '29961874']"
28356998,"['38668516', '38133391', '37322096', '37124984', '37114474', '36850968', '36011921', '35216341', '34170375', '34073421', '32670559', '30879120', '30858898', '30545115', '30417256', '29308098']"
28356999,"['39512891', '38912169', '38534293', '37623283', '36588492']"
28357001,"['38983988', '34163210', '33715262', '33170372']"
28357000,"['39086710', '36879600', '36631389', '35641977', '35028067', '34447050', '34083922', '33603906', '32005040', '30834991', '29777391']"
28357003,"['38883015', '34842993', '31069040', '30621257', '29184829']"
28357002,"['35055807', '35055722', '33212778', '33050132', '32316357', '32038098', '31683838', '31438651', '30127596', '29285333']"
28357004,"['37883431', '37046240', '35282212', '33618685', '29575848']"
28357005,"['37634429', '33409144', '31316857']"
28357006,"['39369200', '38434511', '37261166', '36435664', '36176832', '33710636']"
28357008,"['35482101', '34355780']"
28357007,['27699086']
28357009,['38873860']
28357010,[]
28357011,['32626540']
28357013,[]
28357014,[]
28357012,"['34722721', '27384524']"
28357015,"['39493344', '38116515', '38077707', '37869489', '37189821', '36431031', '36238921', '35399489', '33552204', '33117919', '30637011', '30483319', '29333298', '28469854', '27799028', '27437202', '25558346']"
28357016,"['35480543', '33061038']"
28357017,['33939766']
28357018,[]
28357020,[]
28357021,['38550740']
28357019,['32521195']
28357022,"['33938974', '33180749', '25165550']"
28357023,"['39286299', '36440270', '31373212']"
28357024,"['39091363', '37706389', '37255957', '35911361', '35765394', '35487639', '35444891', '34692285', '32550969', '30333343', '26509093', '26206781']"
28357025,['32885111']
28357026,"['39518342', '39456560', '38827556', '38079080', '37467476', '36983795', '36649445', '36613797', '36437860', '35155601', '33961140', '33586409', '33299053', '32687080', '32509158', '32077666', '31326483', '30865007', '30042871', '29531507', '29342117', '28853043', '28616394']"
28357028,"['35668217', '35573968', '30803105']"
28357029,"['38396822', '37490339', '36671520', '35575874', '33717419', '33035832', '32110014', '31867007', '31387182', '29654281']"
28357027,"['39512522', '39487814', '39459534', '39457621', '39409085', '39386758', '39370648', '39346650', '39337098', '39280189', '39275207', '39242653', '39203794', '39195597', '39194680', '39182021', '39155495', '39123239', '39064702', '39049102', '39029595', '38993577', '38974345', '38967986', '38948437', '38930520', '38926901', '38922137', '38791599', '38674748', '38658547', '38646363', '38628492', '38626052', '38601060', '38599014', '38575690', '38517129', '38474162', '38472695', '38441032', '38068742', '37959251', '37936877', '37928732', '37873776', '37795390', '37781101', '37750713', '37727203', '37702557', '37685493', '37660184', '37626763', '37619529', '37607587', '37571355', '37571313', '37560094', '37511151', '37507961', '37505199', '37498086', '37388748', '37340511', '37154385', '37118287', '37117154', '37110325', '37051344', '37008404', '36986183', '36937361', '36930406', '36926517', '36762214', '36721393', '36674680', '36672802', '36614008', '36528289', '36518263', '36448039', '36425405', '36386948', '36374766', '36303163', '36262547', '36160716', '36081770', '36013442', '35990345', '35989695', '35954878', '35937689', '35903270', '35745186', '35663831', '35646722', '35596883', '35592636', '35571912', '35536489', '35477496', '35463305', '35411144', '35382556', '35382166', '35372125', '35354321', '35334927', '35324718', '35323667', '35308081', '35299696', '35267899', '35256637', '35246957', '35212382', '35203519', '35159192', '35142446', '35094076', '35053205', '35050172', '34956180', '34948933', '34888663', '34836254', '34836120', '34797867', '34761194', '34746120', '34743658', '34710529', '34650536', '34571843', '34541561', '34523995', '34504858', '34497433', '34490420', '34444870', '34426823', '34414217', '34270161', '34217607', '34093436', '34078289', '34072834', '34066988', '34063723', '33885236', '33853535', '33822261', '33794977', '33722893', '33683008', '33678110', '33668580', '33546191', '33523423', '33504365', '33477977', '33416044', '33255588', '32992898', '32979504', '32962159', '32867089', '32753926', '32626663', '32624568', '32560488', '32521778', '32496944', '32463624', '32439913', '32431620', '32356611', '32325851', '32272588', '32231483', '32228173', '32183228', '32099719', '32098380', '32038267', '31998739', '31991655', '31952249', '31861755', '31781020', '31694274', '31683926', '31667999', '31662819', '31568686', '31528299', '31444192', '31438634', '31431446', '31383275', '31218116', '31216758', '31198580', '31082399', '31042671', '30991661', '30971408', '30911221', '30705776', '30704343', '30641996', '30634578', '30519157', '30258412', '30250013', '30104431', '29867803', '29866037', '29797516', '29743938', '29728993', '29693607', '29593560', '29587465', '29438458', '29238606', '29067566', '28973971']"
28357030,"['32903918', '30018475']"
28357031,"['39391097', '39136280', '37577224', '37125250', '36077197', '35162992', '35126839', '33737997', '31686765']"
28357032,"['39070641', '38826193', '37426695', '36768780', '34777484', '34508238', '32329453', '31970326', '31569771', '31551930', '29769539']"
28357038,['34351930']
28357041,"['39226549', '38977868', '38736708', '38008807', '37937206', '37790716', '36964226', '36777482', '36552971', '36262142', '36060094', '35049516', '34951863', '34533470', '34476701', '34448721', '34442156', '34377111', '34368352', '34156562', '33923842', '33480851', '33072472', '32894068', '32834254', '32515743', '32340974', '32294989', '31573899', '31565696', '30987333', '30914045', '30847041', '30796226', '30735146', '30578196', '30226093', '30181840', '29464026', '29016974', '28747296', '28724395']"
28357043,"['31243491', '29484460', '28827100']"
28357045,"['37760260', '32346582', '30687498', '29259771']"
28357044,"['38918649', '33558524', '32766166']"
28357046,"['38344515', '37770364', '37253842', '36413255', '36199481', '36134854', '35073352', '33985925', '33011450', '31827601', '31802885']"
28357047,"['39512442', '39472796', '38951578', '38761203', '37597727', '37497448', '37218922', '36545804', '36266318', '35868661', '35763566', '35466280', '34453219', '34168368', '33948232', '33868311', '33196023', '33055208', '32887255', '32748696', '32399376', '32293122', '32224944', '31652721', '31559827', '31375854', '30811450', '30282506', '29511367', '29467569', '29065503']"
28357048,"['38224842', '34285673', '32738881', '29617280']"
28357049,"['39358018', '33633549', '33381012', '30254737', '30017485', '29434539', '29206811', '28637659']"
28357051,"['37110273', '36713304', '36671784', '36160233', '35504465', '35479621', '34946082', '34946078', '33202779', '33086464', '30875820', '30763377']"
28357053,"['37427045', '36899849', '34984145', '34566977', '34489931', '34205507', '33732010', '33096866', '31703608', '31068950', '29955411', '29594148', '29450785']"
28357052,"['39409183', '33227090', '32456157', '31839715', '31636848', '29450849']"
28357054,"['38869276', '35182390', '32446351', '32161512', '31781366', '30267170']"
28357055,"['38979113', '38673943', '38005530', '37500636', '37112313', '35927364', '35889562', '35773260', '35650269', '35534594', '35481270', '35165207', '35052575', '34697772', '34596851', '33981789', '33867964', '33255488', '32973447', '32617339', '32547358', '32489702', '32211146', '32174790', '31243728', '31129200', '30915012', '30744671', '30739256', '30719278', '30643975', '30621042', '30534374', '30479218', '30262889', '30214392', '30121937', '29747690', '29615738', '29601486', '29481975', '29090092', '28854243', '28765971']"
28357056,"['36714739', '35620450', '34933597', '34422818', '32747770', '31819237', '30696764', '29670665', '29317537']"
28357057,"['34647970', '34350188', '32527032', '31723006', '31248911', '30961566', '30345009', '29806093']"
28357058,"['37628896', '32141475', '28756246']"
28357059,"['39298051', '38814386', '34840688', '34831393', '34362175', '34117380', '32966818', '32823381', '31701471', '31235653']"
28357060,"['39368001', '36912909', '35978185', '34422701', '32934975', '32047330', '31314718', '31276036', '30013774', '29251272', '28341896']"
28357062,"['30944340', '30922148', '30373535', '29532039']"
28357061,"['35722454', '35629993', '34575770', '33967490', '32526921', '32075040', '31861023', '30691087', '30634716', '30214437', '29642649', '29194382']"
28357064,"['39320956', '39125590', '38496986', '38152069', '38007492', '37928506', '37529091', '36109708', '36053215', '34771149', '34685515', '34200323', '33578866', '33494388', '33187149', '31647782', '30404830']"
28357065,"['36984840', '36936522', '36120460', '36044268', '33813812', '33653265', '32211094', '31938215', '31559537', '31353329', '31237127', '30332561', '29607455', '29449364', '29399065', '29085333']"
28357063,"['39559755', '38534351', '38339055', '38132153', '38026791', '37350003', '37232743', '36720768', '36613872', '36530985', '36310603', '36009534', '35997395', '35693553', '35467332', '35246269', '35205321', '35056914', '34944749', '34880390', '34198928', '34133468', '34070615', '33801655', '33082952', '33052585', '33027921', '32992764', '32635263', '32630015', '32626654', '32358833', '32168422', '32019271', '31819646', '31779225', '31676471', '31277672', '31268746', '31058100', '30883733', '30655572', '29987256', '29556379']"
28357067,"['36200026', '35986813', '34664825', '32925770', '32875831', '30992666']"
28357066,"['39364891', '38069105', '36613718', '36314849', '32653024', '32466312', '31416386', '30857970', '29536164']"
28357068,[]
28357069,"['39469372', '39145848', '38287249', '37008521', '36430426', '35799229', '31866243', '31770139', '31086661', '30993440', '30504527', '29607951', '29383028', '29282636']"
28357071,"['37534184', '36077168', '32063860', '28769873']"
28357070,"['36655457', '34043054', '32489370', '30186431']"
28357072,"['35909694', '35753782', '33398522', '31788444', '31308293', '31066966']"
28357073,"['39162796', '37543966', '35805895', '35783517', '35509835', '34936986', '34569264', '34335910', '33953778', '33031836', '32440328', '32158321', '31471392', '30114376', '28984415']"
28357074,['39534605']
28357075,['29285385']
28357076,"['31565220', '29721061', '28885338']"
