PMID,CitedBy
28344417,"['36176363', '31879508', '31314851', '30713402', '30210613']"
28344418,"['37077118', '36290796', '34790058', '31371903']"
28344420,"['39525685', '39508592', '39281064', '38423515', '38414084', '37656386', '37646212', '37070688', '35273660', '34315237', '33719330', '33430447', '31571797', '31384362', '30801746', '30713399', '30461315', '30271091', '29643707', '29643706', '29643700']"
28344419,"['32314018', '31879513', '31879512', '30271086']"
28344421,"['32709649', '29368179']"
28344422,"['39045073', '38578429', '37223618', '35842184', '33322978', '32441863', '31973602', '31933912', '31571794', '29844650']"
28344423,"['37692881', '29844645']"
28344424,"['38310298', '33552502', '32514056', '29375220']"
28344425,"['38230386', '36476444', '33304422', '29587902']"
28344426,"['38658832', '37950433', '37508745', '37048031', '36250338', '35944169', '35383392', '35097487', '33673435', '33364307', '32932982', '32163445', '31981795', '31524418', '29430384', '29349255', '28818416']"
28344428,"['31328409', '30707399', '29843814', '27931171', '26647365']"
28344429,"['37733396', '36738256', '35805245', '35384668', '34673530', '32302966', '30694199']"
28344431,"['34527853', '33746479', '31073534', '30853855', '29546254', '28922651']"
28344430,"['37012579', '36754920', '35167582', '30745858', '27686092']"
28344432,"['32303910', '30447988', '29404705']"
28344433,"['36671645', '36467935']"
28344434,"['37189608', '33585511', '27262241']"
28344436,"['39374133', '38300429', '30771034']"
28344435,"['38529097', '38274244']"
28344437,"['34748042', '34731883', '32222817', '31788661']"
28344438,"['38239460', '37851294', '36369475', '35848032', '32471196', '31998169', '30069288', '29588625']"
28344439,"['33799499', '32846887', '29700644']"
28344441,"['35174322', '29946067']"
28344440,"['38392277', '31885907', '31628538', '30944906', '30838353', '30079399']"
28344443,['35965455']
28344442,"['39484125', '30944906', '30838353', '30079399']"
28344444,"['39449946', '39205774', '37052648', '36832216', '35449707', '31014382', '30861517', '30022381']"
28344445,"['39123262', '37621382', '37560703', '33770238', '33042373']"
28344447,['30787654']
28344446,"['39261940', '38668565', '38185790', '38098802', '37948392', '35937217', '35668990', '35222092', '35107596', '34843515', '34682639', '34204221', '33800942', '33671337', '33439916', '33435241', '31284634', '30539130', '29614035']"
28344448,"['39077025', '38457105', '37989900', '37181261', '31440169', '30728780', '30411234', '29910347']"
28344449,"['37775653', '34267272', '32879546', '32672048', '31214051', '30687425', '30222208', '29276542']"
28344451,"['39088511', '38779612', '38380303', '38064433', '37525773', '37174888', '37046275', '36767904', '36767578', '36278744', '36232285', '36174660', '35867271', '35033136', '34069604', '33978099', '33859886', '32774557', '32774540', '32577301', '32382437', '32284938', '32148641', '32069804', '31842052', '31778434', '30498574', '30428527', '30370310', '30153100', '30134535', '30087252', '29238242']"
28344450,"['39228777', '38841643', '31827346']"
28344452,"['38542684', '38011193', '37892399', '37715061', '37559383', '35222092', '35174474', '34684631', '34578840', '34444873', '34209814', '34112186', '34067402', '33919356', '33918193', '33810237', '33467311', '33400214', '33345088', '33260504', '33260459', '32553025', '31615510', '31540535', '31372860', '30668925', '29614035', '28785177']"
28344453,[]
28344454,"['37803106', '37114115', '36703929', '35092517', '31920694']"
28344455,"['39286196', '39275326', '38952897', '38921842', '38760838', '38410810', '38206549', '37089420', '36987513', '36713949', '36636198', '36496131', '36287761', '36282365', '34485620', '34191142', '33616786', '32966305', '31995600', '30479532', '29910384']"
28344456,"['39398497', '38732500', '35992181', '33403509', '31900166', '30999897', '29370667']"
28344457,"['34827203', '34267586', '33650063', '29808099', '29769826']"
28344458,['39407817']
28344459,['29483882']
28344460,"['39371188', '38593626', '37681667', '36671826', '36415003', '35409759', '33604146', '31667569', '31541293', '31489929', '31366104', '30222476', '28912664']"
28344461,"['39100444', '37735459', '36671812', '36553357', '36378414', '36101416', '35455771', '35309542', '35162627', '34631241', '31787902', '31497301', '30483158', '29695970', '29470823']"
28344463,"['39008500', '38436665', '38257136', '37950803', '37408367', '37293669', '36712505', '36678255', '36501099', '35966736', '35831667', '35563043', '35453772', '35010943', '34760272', '34574230', '33375691', '33108717', '32517297', '32365576', '32075287', '31533365', '29410606', '29065496']"
28344462,"['39392285', '38427634', '34345440', '33566828', '32664535', '31707492', '31618073']"
28344464,"['35447867', '33255275', '32916804', '32560472', '32455857', '31480269', '31366104', '31315210', '31086386', '30687729', '29910310']"
28344466,"['39572629', '39424782', '39408221', '39283753', '39052621', '39046261', '38936360', '38932909', '38731465', '38543226', '38528988', '38477045', '38452125', '38426146', '38370084', '38079001', '38072062', '37934786', '37719449', '37640890', '37537266', '37508065', '37428488', '37190017', '37174040', '37098037', '36830881', '36620636', '36611891', '36499244', '36399655', '36250016', '36247303', '36239428', '36078143', '36012227', '35742940', '35328003', '35001886', '34985954', '34966300', '34956492', '34810259', '34636937', '34616189', '34440919', '34024083', '33671059', '33329395', '33150985', '32283759', '32245185', '32055560', '32047209', '32019835', '31824921', '31219198']"
28344468,"['35527834', '30868423', '30057644']"
28344469,"['37513927', '35126145', '33916053', '32912200', '29849905', '28680404', '28003804', '27445824']"
28344465,"['39576423', '39540896', '39519465', '39508052', '39456994', '39456475', '39411832', '39408274', '39403526', '39336819', '39246415', '39204101', '39100330', '39071910', '39051339', '38930969', '38793109', '38790755', '38779103', '38753181', '38731494', '38727858', '38725448', '38723008', '38671933', '38629379', '38612326', '38584534', '38581023', '38539890', '38535787', '38535468', '38524936', '38414079', '38398724', '38391890', '38371227', '38362149', '38254547', '38248305', '38163074', '38138427', '38090734', '38028000', '38005352', '38003424', '37991539', '37959789', '37958651', '37920640', '37894797', '37891970', '37869630', '37835302', '37810056', '37765676', '37760765', '37760014', '37759859', '37687297', '37687080', '37664726', '37631137', '37609543', '37599700', '37571118', '37570834', '37570615', '37528147', '37514330', '37449593', '37446611', '37432154', '37428308', '37372006', '37324738', '37298872', '37261627', '37242557', '37241835', '37216013', '37215205', '37175066', '37171724', '37143267', '37110805', '37101636', '37050027', '37046068', '36982389', '36979586', '36978800', '36974553', '36966186', '36937890', '36904204', '36903857', '36874035', '36839156', '36798855', '36766330', '36738374', '36712981', '36678518', '36677430', '36676017', '36671502', '36671049', '36615843', '36613257', '36609715', '36564665', '36559747', '36557970', '36512286', '36503402', '36499113', '36496827', '36432070', '36432054', '36430829', '36405420', '36365392', '36364141', '36290785', '36290617', '36284937', '36268515', '36235663', '36233071', '36210849', '36210837', '36160426', '36145347', '36145202', '36144622', '36144548', '36139918', '36077275', '36028598', '36005028', '35990497', '35954031', '35936463', '35928959', '35920429', '35917086', '35903322', '35889247', '35881306', '35807484', '35807310', '35767119', '35740036', '35736189', '35711805', '35655208', '35649148', '35646547', '35585109', '35578714', '35528900', '35492613', '35466378', '35458012', '35457183', '35409001', '35408691', '35407151', '35372567', '35268642', '35264963', '35251010', '35243061', '35237426', '35163855', '35159422', '35146444', '35094315', '35068695', '35064431', '35062685', '35056848', '35052518', '35050120', '35035667', '35009956', '34944485', '34944471', '34940553', '34925525', '34901489', '34885766', '34829567', '34685464', '34652552', '34577000', '34574162', '34564377', '34558234', '34504420', '34500629', '34484407', '34452124', '34440505', '34396612', '34371645', '34364389', '34359512', '34359469', '34335237', '34306960', '34306208', '34290730', '34289850', '34258295', '34254539', '34226569', '34206687', '34201193', '34156073', '34124477', '34123465', '34069720', '34062110', '34051617', '33986915', '33986843', '33978902', '33924656', '33921404', '33919354', '33918064', '33889165', '33881685', '33800085', '33798836', '33790782', '33753964', '33732508', '33732054', '33717419', '33684603', '33669321', '33646008', '33556646', '33520682', '33477910', '33450873', '33435216', '33429926', '33424398', '33293952', '33249077', '33233494', '33224244', '33204393', '33202817', '33187049', '33171894', '33170174', '33102688', '33057955', '33027419', '32995109', '32964805', '32927822', '32897178', '32834115', '32823876', '32764214', '32742112', '32709119', '32679734', '32635447', '32486147', '32445151', '32256951', '32033222', '31905923', '31894515', '31891160', '31885647', '31881661', '31817117', '31781272', '31592435', '31443307', '31438595', '31405123', '31370209', '31179192', '31167401', '30823674', '30723498', '30595949', '30572636', '30469506', '30465055', '30463555', '30307940', '30305996', '30210537', '30065158', '30050657', '30002398', '29982884', '29951291', '29534045', '29463056', '29200726', '29094308', '28973959', '28880226', '28775318']"
28344470,"['39015603', '38535267', '36686226', '36144294', '34834336', '34360565', '33678142', '33510426', '33374233', '32317681', '32218241', '31819428', '31313023', '31053691', '30546230', '28556792']"
28344472,['33132716']
28344471,"['38776295', '33649978', '32752126', '31546724', '29740248', '29285008']"
28344473,"['39063338', '38268842', '36523845', '35630660', '35531405', '34770747', '34207139', '32599791', '32041134', '31936277', '31726723', '31581509', '30956853', '29404883']"
28344474,"['37176915', '36557238', '36158585', '35693441', '34220515', '34124148', '33235245', '31731417', '31689934']"
28344475,"['39529942', '39302620', '36677907', '36276448', '36119358', '36077275', '35614139', '35516035', '35050040', '34630112', '34484407', '33132710', '32164270', '31892257', '31752230', '30791521', '30646503', '30345144', '27655047']"
28344477,"['39328187', '39037638', '34064416', '32962043', '32720545', '32612868', '32486145', '32351927', '30310867']"
28344476,"['39200464', '39000172', '36120176', '35213989', '28824436']"
28344479,"['37921215', '37583661', '36297362', '36232899', '35990442', '35424720', '35269887', '34522200', '34220120', '34070661', '34064806', '34046625', '32837812', '30082588']"
28344478,"['35203811', '34894963', '33113959', '32440116', '28878751']"
28344480,"['35909461', '33738034']"
28344483,"['39493376', '39162987', '38931351', '38328792', '37736919', '37250361', '37234340', '36649020', '35903528', '35812145', '35721182', '35527831', '35002375', '34564088', '34381276', '34305424', '34253257', '33929085', '33917014', '33679178', '32616054', '32226272', '31109277', '31006085', '30416347', '30283626', '29657505']"
28344481,[]
28344482,"['34650768', '34434063', '33363564', '32939514', '32814585', '31195756', '29443789']"
28344484,"['39533447', '39282130', '38947653', '38726182', '38162935', '38149067', '38093223', '37942378', '37872543', '37745747', '37452388', '37090992', '36570109', '36496474', '36482609', '36457598', '36456799', '36451723', '36398028', '36369238', '36141338', '35915340', '35645318', '35571737', '35498218', '35300034', '35241937', '35070536', '34933705', '34141404', '34103037', '33996270', '33924884', '33781297', '33728129', '33459284', '33173632', '32944426', '32689988', '32523818', '32382305', '32111222', '32099440', '32030081', '31997900', '31879616', '31753479', '31696003', '31380818', '31191074', '30591884', '30271709', '30066265', '29530034', '29472767']"
28344486,['37112527']
28344487,"['38644715', '37396264', '34385865', '33372629']"
28344485,"['38985312', '36060909', '30712095', '30174518', '29931536']"
